date,askclose
2022-01-13 22:00:00,12103
2022-01-14 22:00:00,12134
2022-01-17 22:00:00,12147
2022-01-18 22:00:00,12176
2022-01-19 22:00:00,12159
2022-01-20 22:00:00,12160
2022-01-21 22:00:00,12167
2022-01-24 22:00:00,12193
2022-01-25 22:00:00,12192
2022-01-26 22:00:00,12231
2022-01-27 22:00:00,12292
2022-01-28 22:00:00,12298
2022-01-31 22:00:00,12254
2022-02-01 22:00:00,12213
2022-02-02 22:00:00,12193
2022-02-03 22:00:00,12172
2022-02-04 22:00:00,12200
2022-02-07 22:00:00,12186
2022-02-08 22:00:00,12192
2022-02-09 22:00:00,12183
2022-02-10 22:00:00,12189
2022-02-11 22:00:00,12206
2022-02-13 22:00:00,12206
2022-02-14 22:00:00,12220
2022-02-15 22:00:00,12203
2022-02-16 22:00:00,12181
2022-02-17 22:00:00,12171
2022-02-18 22:00:00,12188
2022-02-20 22:00:00,12189
2022-02-21 22:00:00,12179
2022-02-22 22:00:00,12178
2022-02-23 22:00:00,12183
2022-02-24 22:00:00,12256
2022-02-25 22:00:00,12218
2022-02-27 22:00:00,12276
2022-02-28 22:00:00,12212
2022-03-01 22:00:00,12247
2022-03-02 22:00:00,12231
2022-03-03 22:00:00,12242
2022-03-04 22:00:00,12265
2022-03-06 22:00:00,12270
2022-03-07 22:00:00,12322
2022-03-08 22:00:00,12333
2022-03-09 22:00:00,12276
2022-03-10 22:00:00,12303
2022-03-11 22:00:00,12357
2022-03-13 22:00:00,12353
2022-03-14 21:00:00,12395
2022-03-15 21:00:00,12386
2022-03-16 21:00:00,12355
2022-03-17 21:00:00,12304
2022-03-18 21:00:00,12305
2022-03-21 21:00:00,12322
2022-03-22 21:00:00,12305
2022-03-23 21:00:00,12318
2022-03-24 21:00:00,12335
2022-03-25 21:00:00,12334
2022-03-27 21:00:00,12336
2022-03-28 21:00:00,12380
2022-03-29 21:00:00,12341
2022-03-30 21:00:00,12307
2022-03-31 21:00:00,12329
2022-04-01 21:00:00,12343
2022-04-04 21:00:00,12350
2022-04-05 21:00:00,12371
2022-04-06 21:00:00,12394
2022-04-07 21:00:00,12404
2022-04-08 21:00:00,12420
2022-04-10 21:00:00,12411
2022-04-11 21:00:00,12445
2022-04-12 21:00:00,12450
2022-04-13 21:00:00,12425
2022-04-14 21:00:00,12455
2022-04-15 21:00:00,12472
2022-04-18 21:00:00,12504
2022-04-19 21:00:00,12523
2022-04-20 21:00:00,12468
2022-04-21 21:00:00,12503
2022-04-22 21:00:00,12575
2022-04-25 21:00:00,12616
2022-04-26 21:00:00,12659
2022-04-27 21:00:00,12694
2022-04-28 21:00:00,12755
2022-04-29 21:00:00,12725
2022-05-02 21:00:00,12751
2022-05-03 21:00:00,12736
2022-05-04 21:00:00,12644
2022-05-05 21:00:00,12752
2022-05-06 21:00:00,12767
2022-05-09 21:00:00,12793
2022-05-10 21:00:00,12806
2022-05-11 21:00:00,12814
2022-05-12 21:00:00,12847
2022-05-13 21:00:00,12822
2022-05-16 21:00:00,12799
2022-05-17 21:00:00,12739
2022-05-18 21:00:00,12783
2022-05-19 21:00:00,12711
2022-05-20 21:00:00,12717
2022-05-21 21:00:00,12717
2022-05-22 21:00:00,12714
2022-05-23 21:00:00,12659
2022-05-24 21:00:00,12648
2022-05-25 21:00:00,12661
2022-05-26 21:00:00,12644
2022-05-27 21:00:00,12622
2022-05-30 21:00:00,12608
2022-05-31 21:00:00,12643
2022-06-01 21:00:00,12695
2022-06-02 21:00:00,12636
2022-06-03 21:00:00,12680
2022-06-06 21:00:00,12694
2022-06-07 21:00:00,12683
2022-06-08 21:00:00,12718
2022-06-09 21:00:00,12767
2022-06-10 21:00:00,12829
2022-06-12 21:00:00,12829
2022-06-13 21:00:00,12908
2022-06-14 21:00:00,12952
2022-06-15 21:00:00,12867
2022-06-16 21:00:00,12791
2022-06-17 21:00:00,12879
2022-06-20 21:00:00,12870
2022-06-21 21:00:00,12874
