date,askclose
2021-12-08 22:00:00,12225
2021-12-09 22:00:00,12233
2021-12-10 22:00:00,12215
2021-12-13 22:00:00,12242
2021-12-14 22:00:00,12253
2021-12-15 22:00:00,12233
2021-12-16 22:00:00,12205
2021-12-17 22:00:00,12251
2021-12-20 22:00:00,12250
2021-12-21 22:00:00,12237
2021-12-22 22:00:00,12200
2021-12-23 22:00:00,12189
2021-12-24 22:00:00,12195
2021-12-27 22:00:00,12191
2021-12-28 22:00:00,12199
2021-12-29 22:00:00,12179
2021-12-30 22:00:00,12182
2021-12-31 22:00:00,12161
2022-01-03 22:00:00,12211
2022-01-04 22:00:00,12204
2022-01-05 22:00:00,12199
2022-01-06 22:00:00,12216
2022-01-07 22:00:00,12186
2022-01-10 22:00:00,12192
2022-01-11 22:00:00,12166
2022-01-12 22:00:00,12113
